"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PG0002","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PP0049","ACCT_PP0050","ACCT_PP0051","ACCT_PP0052","ACCT_PP0053","ACCT_PP0054","ACCT_PP0055","ACCT_PP0056","ACCT_PP0057","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","ACCT_PS0001","ACCT_PS0002","ACCT_PS0003","ACCT_PS0004","ACCT_PS0005","ACCT_PS0006","ACCT_PS0007","ACCT_PS0007A"
851,12/31/2023 0:00:00,421,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
854,12/31/2023 0:00:00,423,"254900O86JRT86YLQO47","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 13 2023  5:00AM","1","0","0","0","0","0","0",""
856,12/31/2023 0:00:00,425,"","Manual","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
857,12/31/2023 0:00:00,426,"5493004UNRG4PWDF2K60","Automated","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  5:00AM","1","0","0","0","0","1","1","Visa DPS, Wire Xchange, JP Morgan"
858,12/31/2023 0:00:00,427,"894500C7FEAC4HQJCK52","Automated","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  2 2023  5:00AM","0","1","0","0","0","0","0",""
871,12/31/2023 0:00:00,432,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","0","0","0","0","0","0",""
872,12/31/2023 0:00:00,433,"","Combination","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
884,12/31/2023 0:00:00,441,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
887,12/31/2023 0:00:00,444,"549300V0B2PZ5XF4SB58","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  7:00AM","0","1","0","0","0","0","0",""
888,12/31/2023 0:00:00,445,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
900,12/31/2023 0:00:00,451,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
907,12/31/2023 0:00:00,454,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
909,12/31/2023 0:00:00,455,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
911,12/31/2023 0:00:00,457,"5493002Z4GZF8C2F3T27","Combination","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 31 2023  5:00AM","1","1","0","0","0","0","0",""
916,12/31/2023 0:00:00,460,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
926,12/31/2023 0:00:00,465,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","0","0","0","0","0",""
930,12/31/2023 0:00:00,466,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
932,12/31/2023 0:00:00,468,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
943,12/31/2023 0:00:00,473,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
946,12/31/2023 0:00:00,475,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
948,12/31/2023 0:00:00,476,"5493007B1GAUZGYHPR07","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  7:00AM","1","0","0","0","0","0","0",""
951,12/31/2023 0:00:00,477,"","Automated","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","0","0","1","0","0","0","0",""
960,12/31/2023 0:00:00,482,"984500DE6B6YB8A5H465","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","0","0","0","0","0","1","VISA DPS, Alkami, IPay and Convera"
964,12/31/2023 0:00:00,485,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","0","0","0","0","0","1","CMC FLEX"
967,12/31/2023 0:00:00,486,"549300M9RHNQ4107R694","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  5:00AM","1","1","0","0","0","0","0",""
971,12/31/2023 0:00:00,489,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
986,12/31/2023 0:00:00,494,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
988,12/31/2023 0:00:00,495,"25490059CRJPDQXWL974","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2025  5:00AM","1","1","0","0","0","0","0",""
1000,12/31/2023 0:00:00,500,"","Combination","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
1015,12/31/2023 0:00:00,509,"549300VFH2iXM3i18P78","Combination","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 24 2023  5:00AM","1","1","0","0","0","0","0",""
1021,12/31/2023 0:00:00,512,"2549000UEC0BWG8F1402","Manual","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  5:00AM","1","0","0","0","0","0","0",""
1022,12/31/2023 0:00:00,513,"549300WC12JROIUVWY16","Automated","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 14 2023  5:00AM","1","1","0","0","0","0","0",""
1034,12/31/2023 0:00:00,521,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1040,12/31/2023 0:00:00,524,"820212120","Combination","1","1","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  7:00AM","0","1","0","0","0","0","0",""
1049,12/31/2023 0:00:00,527,"2549007UXYHMV9ES9L95","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  9 2023  5:00AM","0","1","0","0","0","0","0",""
1059,12/31/2023 0:00:00,530,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1068,12/31/2023 0:00:00,532,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1074,12/31/2023 0:00:00,534,"","Combination","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","1","0","0","0","0","0","0",""
1077,12/31/2023 0:00:00,536,"254900N8Sl6247A0W569","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","May  2 2023  4:00AM","0","1","0","0","0","0","0",""
1080,12/31/2023 0:00:00,537,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","1","0",""
1086,12/31/2023 0:00:00,541,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1108,12/31/2023 0:00:00,552,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","0","0","0","0","1","1","VisiFi, INC"
1111,12/31/2023 0:00:00,554,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1113,12/31/2023 0:00:00,555,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","0","0","0","0","0","0",""
1115,12/31/2023 0:00:00,556,"254900VUE5T1INQKZ414","Combination","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 20 2023  5:00AM","1","1","0","0","0","0","0",""
1117,12/31/2023 0:00:00,557,"2549008YEXLNFKLF7548","Combination","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 30 2023  5:00AM","1","1","0","0","0","0","1","Visa DPS, iPay, Fedline Command"
1125,12/31/2023 0:00:00,560,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","1","0","0","0","1","0",""
1127,12/31/2023 0:00:00,561,"549300V68FAQU1OE7F25","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 23 2023  5:00AM","0","1","0","0","0","0","1","Fiserv-Summit"
1129,12/31/2023 0:00:00,563,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1130,12/31/2023 0:00:00,564,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1131,12/31/2023 0:00:00,565,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1133,12/31/2023 0:00:00,567,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","1","0","0","0","0","0",""
1134,12/31/2023 0:00:00,568,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1148,12/31/2023 0:00:00,575,"254900J5OSYRB4AN2309","Combination","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 26 2023  5:00AM","0","0","1","0","0","0","0",""
1157,12/31/2023 0:00:00,581,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1166,12/31/2023 0:00:00,585,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1167,12/31/2023 0:00:00,586,"","Combination","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","0","0","0","0","0","0",""
1172,12/31/2023 0:00:00,589,"549300LTRS8FKSV4HF28","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","0","0","0","0","0",""
1199,12/31/2023 0:00:00,599,"549300LGE7I6F2K89769","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  8 2023  5:00AM","1","1","0","0","0","0","1","RTP"
1204,12/31/2023 0:00:00,603,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1207,12/31/2023 0:00:00,604,"254900KD58MIT0K3NP70","Combination","1","1","1","1","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  8:00AM","1","1","0","0","0","0","0",""
1236,12/31/2023 0:00:00,615,"","Automated","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1239,12/31/2023 0:00:00,616,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1245,12/31/2023 0:00:00,619,"549300UYF8OQLB7L7745","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  6:00AM","0","1","0","0","0","0","0",""
1248,12/31/2023 0:00:00,620,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1250,12/31/2023 0:00:00,621,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1251,12/31/2023 0:00:00,622,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","0","1","0","0","0","0","0",""
1257,12/31/2023 0:00:00,623,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","0",""
1261,12/31/2023 0:00:00,625,"549300CHR7TPQ6LLXG47","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  5:00AM","1","1","0","0","0","0","0",""
1263,12/31/2023 0:00:00,627,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1273,12/31/2023 0:00:00,632,"","Combination","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","1","0","1","0","0","0","0",""
1282,12/31/2023 0:00:00,635,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1309,12/31/2023 0:00:00,647,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","","0","1","0","1","0","0","0",""
1317,12/31/2023 0:00:00,653,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1339,12/31/2023 0:00:00,664,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1343,12/31/2023 0:00:00,665,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1344,12/31/2023 0:00:00,666,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1351,12/31/2023 0:00:00,670,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1352,12/31/2023 0:00:00,671,"2549006MS554K1PP0026","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","0","1","0","0","0","0","1","LoanPay Xpress/Magic Wrighter"
1364,12/31/2023 0:00:00,676,"549300B86Q2KK5MQXB44","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 12 2024  6:00AM","0","1","0","0","0","0","0",""
1367,12/31/2023 0:00:00,677,"","Combination","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","1","0","0","0","0",""
1368,12/31/2023 0:00:00,678,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","0","1","0","0","0","0",""
1397,12/31/2023 0:00:00,689,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1399,12/31/2023 0:00:00,690,"","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1401,12/31/2023 0:00:00,691,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1404,12/31/2023 0:00:00,692,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","1","0","0","0","0","0",""
1407,12/31/2023 0:00:00,694,"","Combination","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","0","0","0","0","0","0",""
1409,12/31/2023 0:00:00,695,"549300SLOQGL2LEMSD33","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Oct  4 2023  6:00AM","1","1","0","0","0","0","0",""
1410,12/31/2023 0:00:00,696,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","1","0","0","0","0","1","SWBC (Online Card Payments)"
1427,12/31/2023 0:00:00,702,"54930030UYPZM65LOF37","Combination","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 25 2024  5:00AM","0","0","0","0","0","0","0",""
1438,12/31/2023 0:00:00,707,"5493008WHMQTG21UHU90","Combination","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2023  8:00AM","0","1","0","1","0","0","0",""
1454,12/31/2023 0:00:00,712,"549300RKVDUINI2A8Y77","Combination","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  1 2023  5:00AM","0","1","1","0","0","1","0",""
1457,12/31/2023 0:00:00,713,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1461,12/31/2023 0:00:00,714,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","1","3rd Party ATM/Debit Card Processor"
1463,12/31/2023 0:00:00,716,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","0",""
1472,12/31/2023 0:00:00,722,"5493004JGZVB2EPI6W51","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  8 2023  5:00AM","1","0","0","0","0","0","0",""
1476,12/31/2023 0:00:00,723,"549300FL5GANFX0HMU45","Automated","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  3 2023  5:00AM","1","1","1","1","0","0","0",""
1493,12/31/2023 0:00:00,732,"254900BBEPZS8MDE1S61","Automated","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 19 2024  8:00AM","1","0","0","0","0","0","0",""
1499,12/31/2023 0:00:00,735,"","Combination","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
1509,12/31/2023 0:00:00,741,"549300DV2WBWN5ZEMV06","Manual","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 13 2023  5:00AM","1","0","0","1","0","0","1","FHLB of Cincinnati"
1520,12/31/2023 0:00:00,743,"","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  9 2023  5:00AM","1","1","1","0","0","0","0",""
1542,12/31/2023 0:00:00,753,"","Manual","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","1","0","0","0","0","1","VIZO"
1546,12/31/2023 0:00:00,755,"","Manual","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","0","0","0","0","0","0","0",""
